Num_ID,Gene_ID,transcript_ID,# of transcripts
5230,WBGene00007449,['C08F8.9.1'],1
5231,WBGene00007450,['C08F11.1.1'],1
5232,WBGene00007452,['C08F11.3.1'],1
5233,WBGene00007453,"['C08F11.5a.1', 'C08F11.5b.1']",2
5234,WBGene00007454,"['C08F11.7.1', 'C08F11.7.2']",2
5235,WBGene00007455,"['C08F11.8.1', 'C08F11.8.2']",2
5236,WBGene00007456,['C08F11.9.1'],1
5237,WBGene00007457,['C08F11.10.1'],1
5238,WBGene00007458,"['C08F11.11.1', 'C08F11.11.2']",2
5239,WBGene00007459,['C08F11.12.1'],1
5240,WBGene00007460,"['C08F11.13a.1', 'C08F11.13b.1', 'C08F11.13c.1', 'C08F11.13c.2']",4
5241,WBGene00007462,['C08H9.1.1'],1
5242,WBGene00007463,['C08H9.2.1'],1
5243,WBGene00007464,"['C08H9.3a.1', 'C08H9.3b.1']",2
5244,WBGene00007465,"['C08H9.4a.1', 'C08H9.4b.1', 'C08H9.4b.2']",3
5245,WBGene00007466,['C08H9.6.1'],1
5246,WBGene00007467,['C08H9.7.1'],1
5247,WBGene00007469,['C08H9.10.1'],1
5248,WBGene00007470,['C08H9.11.1'],1
5249,WBGene00007471,['C08H9.12.1'],1
5250,WBGene00007472,['C08H9.13.1'],1
5251,WBGene00007473,['C08H9.14.1'],1
5252,WBGene00007474,['C08H9.15.1'],1
5253,WBGene00007476,"['C09E9.1a.1', 'C09E9.1b.1', 'C09E9.1c.1', 'C09E9.1d.1', 'C09E9.1d.2']",5
5254,WBGene00007478,"['C09F9.1.1', 'C09F9.1.2']",2
5255,WBGene00007479,['C09F9.2.1'],1
5256,WBGene00007480,"['C09F9.3a.1', 'C09F9.3a.2', 'C09F9.3b.1', 'C09F9.3c.1', 'C09F9.3d.1', 'C09F9.3e.1', 'C09F9.3f.1']",7
5257,WBGene00007482,['C09F12.2.1'],1
5258,WBGene00007483,['C09F12.3.1'],1
5259,WBGene00007484,['C09G1.2.1'],1
5260,WBGene00007486,"['C09G1.4.1', 'C09G1.4.2']",2
5261,WBGene00007487,"['C09G1.5a.1', 'C09G1.5a.2', 'C09G1.5b.1', 'C09G1.5b.2']",4
5262,WBGene00007488,"['C09G5.2a.1', 'C09G5.2b.1']",2
5263,WBGene00007489,['C09G5.7.1'],1
5264,WBGene00007490,"['C09G5.8a.1', 'C09G5.8b.1']",2
5265,WBGene00007492,"['C09G9.1a.1', 'C09G9.1a.2', 'C09G9.1b.1', 'C09G9.1c.1']",4
5266,WBGene00007493,"['C09G9.2a.1', 'C09G9.2b.1']",2
5267,WBGene00007494,"['C09G9.3a.1', 'C09G9.3b.1', 'C09G9.3c.1']",3
5268,WBGene00007495,"['C09G9.5a.1', 'C09G9.5b.1', 'C09G9.5c.1']",3
5269,WBGene00007496,"['C09G9.7a.1', 'C09G9.7b.1']",2
5270,WBGene00007497,"['C09G9.8a.1', 'C09G9.8b.1', 'C09G9.8c.1']",3
5271,WBGene00007499,"['C09H10.5a.1', 'C09H10.5b.1', 'C09H10.5c.1']",3
5272,WBGene00007500,['C09H10.6.1'],1
5273,WBGene00007502,['C09H10.8.1'],1
5274,WBGene00007503,['C09H10.9.1'],1
5275,WBGene00007504,"['C09H10.10a.1', 'C09H10.10b.1']",2
5276,WBGene00007505,"['C10C5.1a.1', 'C10C5.1b.1', 'C10C5.1c.1', 'C10C5.1d.1', 'C10C5.1e.1', 'C10C5.1f.1', 'C10C5.1g.1', 'C10C5.1h.1', 'C10C5.1i.1', 'C10C5.1j.1', 'C10C5.1k.1', 'C10C5.1l.1']",12
5277,WBGene00007506,['C10C5.2.1'],1
5278,WBGene00007507,['C10C5.3.1'],1
5279,WBGene00007508,['C10C5.4.1'],1
5280,WBGene00007509,['C10C5.5.1'],1
5281,WBGene00007511,['C10C5.7.1'],1
5282,WBGene00007512,"['C10C6.3a.1', 'C10C6.3b.1']",2
5283,WBGene00007513,['C10C6.5.1'],1
5284,WBGene00007514,['C10C6.6.1'],1
5285,WBGene00007515,"['C10C6.7b.1', 'C10C6.7c.1']",2
5286,WBGene00007516,['C11E4.1.1'],1
5287,WBGene00007517,['C11E4.2.1'],1
5288,WBGene00007518,"['C11E4.3a.1', 'C11E4.3b.1']",2
5289,WBGene00007520,['C11E4.6.1'],1
5290,WBGene00007521,"['C11E4.7a.1', 'C11E4.7b.1']",2
5291,WBGene00007522,"['C11E4.8a.1', 'C11E4.8b.1', 'C11E4.8c.1', 'C11E4.8d.1', 'C11E4.8d.2']",5
5292,WBGene00007523,['C11G6.2.1'],1
5293,WBGene00007525,['C11G10.1.1'],1
5294,WBGene00007528,['C11H1.2.1'],1
5295,WBGene00007529,['C11H1.3.1'],1
5296,WBGene00007530,['C11H1.5.1'],1
5297,WBGene00007531,"['C11H1.7a.1', 'C11H1.7a.2', 'C11H1.7b.1']",3
5298,WBGene00007533,"['C12C8.2a.1', 'C12C8.2b.1']",2
5299,WBGene00007534,"['C12D8.1a.1', 'C12D8.1b.1', 'C12D8.1b.2', 'C12D8.1c.1']",4
5300,WBGene00007535,['C12D8.4.1'],1
5301,WBGene00007536,['C12D8.5.1'],1
5302,WBGene00007537,['C12D8.6.1'],1
5303,WBGene00007538,"['C12D8.9a.1', 'C12D8.9b.1']",2
5304,WBGene00007540,"['C12D8.13a.1', 'C12D8.13b.1']",2
5305,WBGene00007541,['C12D8.14.1'],1
5306,WBGene00007542,['C12D8.15.1'],1
5307,WBGene00007543,['C12D8.16.1'],1
5308,WBGene00007544,['C12D8.17.1'],1
5309,WBGene00007545,"['C13B4.1a.1', 'C13B4.1b.1', 'C13B4.1c.1', 'C13B4.1d.1', 'C13B4.1e.1']",5
5310,WBGene00007546,['C13C4.1.1'],1
5311,WBGene00007547,['C13C4.2.1'],1
5312,WBGene00007548,"['C13C4.4.1', 'C13C4.4.2']",2
5313,WBGene00007549,['C13C4.5.1'],1
5314,WBGene00007550,['C13C4.6.1'],1
5315,WBGene00007551,['C13C4.7.1'],1
5316,WBGene00007552,"['C13C12.2.1', 'C13C12.2.2', 'C13C12.2.3']",3
5317,WBGene00007553,['C13G3.1.1'],1
5318,WBGene00007554,"['C13G3.3a.1', 'C13G3.3a.2', 'C13G3.3a.3', 'C13G3.3a.4', 'C13G3.3b.1', 'C13G3.3b.2', 'C13G3.3b.3', 'C13G3.3c.1', 'C13G3.3d.1']",9
5319,WBGene00007555,['C14A4.1.1'],1
5320,WBGene00007556,['C14A4.3.1'],1
5321,WBGene00007557,['C14A4.6.1'],1
5322,WBGene00007558,"['C14A4.7a.1', 'C14A4.7b.1']",2
5323,WBGene00007559,['C14A4.8.1'],1
5324,WBGene00007560,['C14A4.9.1'],1
5325,WBGene00007561,['C14A4.11.1'],1
5326,WBGene00007562,"['C14A4.12a.1', 'C14A4.12b.1']",2
5327,WBGene00007563,['C14A4.13.1'],1
5328,WBGene00007564,['C14A4.14.1'],1
5329,WBGene00007565,['C14A6.1.1'],1
5330,WBGene00007567,['C14A6.3.1'],1
5331,WBGene00007569,['C14A6.5.1'],1
5332,WBGene00007570,['C14A6.6.1'],1
5333,WBGene00007571,['C14A6.7.1'],1
5334,WBGene00007572,['C14A6.8.1'],1
5335,WBGene00007573,['C14B1.2.1'],1
5336,WBGene00007574,['C14B1.3.1'],1
5337,WBGene00007576,['C14B1.5.1'],1
5338,WBGene00007577,"['C14B1.6a.1', 'C14B1.6b.1']",2
5339,WBGene00007579,['C14B1.8.1'],1
5340,WBGene00007580,['C14B1.9.1'],1
5341,WBGene00007581,['C14B1.10.1'],1
5342,WBGene00007583,"['C14B4.2.1', 'C14B4.2.2']",2
5343,WBGene00007584,['C14C10.1.1'],1
5344,WBGene00007585,"['C14C10.2a.1', 'C14C10.2b.1']",2
5345,WBGene00007586,"['C14C10.3a.1', 'C14C10.3b.1', 'C14C10.3c.1']",3
5346,WBGene00007587,['C14C10.4.1'],1
5347,WBGene00007588,"['C14C10.5a.1', 'C14C10.5b.1']",2
5348,WBGene00007589,['C14C10.6.1'],1
5349,WBGene00007590,['C14C10.7.1'],1
5350,WBGene00007591,['C14H10.1.1'],1
5351,WBGene00007592,"['C14H10.2a.1', 'C14H10.2b.1', 'C14H10.2c.1', 'C14H10.2d.1', 'C14H10.2e.1']",5
5352,WBGene00007593,"['C14H10.3a.1', 'C14H10.3b.1', 'C14H10.3b.2']",3
5353,WBGene00007594,['C15A7.1.1'],1
5354,WBGene00007595,['C15A7.2.1'],1
5355,WBGene00007597,"['C15A11.2.1', 'C15A11.2.2', 'C15A11.2.3', 'C15A11.2.4']",4
5356,WBGene00007598,['C15A11.4.1'],1
5357,WBGene00007599,['C15A11.7a.1'],1
5358,WBGene00007600,['C15C6.1.1'],1
5359,WBGene00007601,"['C15C6.2a.1', 'C15C6.2b.1']",2
5360,WBGene00007602,['C15C6.3.1'],1
5361,WBGene00007603,['C15C6.4.1'],1
5362,WBGene00007604,['C15C8.1.1'],1
5363,WBGene00007605,"['C15C8.3a.1', 'C15C8.3b.1']",2
5364,WBGene00007606,['C15C8.4.1'],1
5365,WBGene00007607,"['C15C8.5.1', 'C15C8.5.2']",2
5366,WBGene00007608,['C15C8.6.1'],1
5367,WBGene00007609,['C15C8.7.1'],1
5368,WBGene00007610,"['C15H7.3.1', 'C15H7.3.2']",2
5369,WBGene00007611,['C15H7.4.1'],1
5370,WBGene00007613,['C15H11.1.1'],1
5371,WBGene00007614,"['C15H11.2a.1', 'C15H11.2b.1']",2
5372,WBGene00007615,"['C15H11.5.1', 'C15H11.5.2']",2
5373,WBGene00007616,['C15H11.8.1'],1
5374,WBGene00007617,['C15H11.9.1'],1
5375,WBGene00007618,['C15H11.10.1'],1
5376,WBGene00007619,"['C15H11.11a.1', 'C15H11.11b.1']",2
5377,WBGene00007620,"['C16C2.3a.1', 'C16C2.3a.2', 'C16C2.3b.1']",3
5378,WBGene00007621,"['C16C2.4a.1', 'C16C2.4b.1']",2
5379,WBGene00007622,['C16C10.1.1'],1
5380,WBGene00007623,['C16C10.2.1'],1
5381,WBGene00007624,['C16C10.3.1'],1
5382,WBGene00007625,"['C16C10.4.1', 'C16C10.4.2']",2
5383,WBGene00007626,['C16C10.5.1'],1
5384,WBGene00007627,['C16C10.6.1'],1
5385,WBGene00007628,['C16C10.8.1'],1
5386,WBGene00007629,['C16C10.9.1'],1
5387,WBGene00007630,['C16C10.11.1'],1
5388,WBGene00007631,"['C16C10.12a.1', 'C16C10.12b.1', 'C16C10.12c.1', 'C16C10.12d.1']",4
5389,WBGene00007632,['C16C10.13.1'],1
5390,WBGene00007633,"['C16D2.1a.1', 'C16D2.1b.1', 'C16D2.1c.1']",3
5391,WBGene00007635,"['C16D6.2a.1', 'C16D6.2b.1', 'C16D6.2b.2', 'C16D6.2c.1', 'C16D6.2c.2', 'C16D6.2d.1']",6
5392,WBGene00007637,"['C17D12.1a.1', 'C17D12.1b.1']",2
5393,WBGene00007638,['C17D12.3.1'],1
5394,WBGene00007639,['C17D12.5.1'],1
5395,WBGene00007640,['C17D12.7.1'],1
5396,WBGene00007641,"['C17E4.1a.1', 'C17E4.1b.1']",2
5397,WBGene00007642,['C17E4.2.1'],1
5398,WBGene00007643,['C17E4.3.1'],1
5399,WBGene00007644,['C17E4.4.1'],1
5400,WBGene00007645,['C17E4.6.1'],1
5401,WBGene00007646,['C17E4.9a.1'],1
5402,WBGene00007647,"['C17E4.10a.1', 'C17E4.10b.1']",2
5403,WBGene00007648,['C17G1.1.1'],1
5404,WBGene00007649,['C17G1.2.1'],1
5405,WBGene00007650,"['C17G1.3a.1', 'C17G1.3b.1']",2
5406,WBGene00007651,"['C17G1.4a.1', 'C17G1.4b.1']",2
5407,WBGene00007652,"['C17G1.5.1', 'C17G1.5.2']",2
5408,WBGene00007653,['C17G1.7.1'],1
5409,WBGene00007655,['C17H1.2.1'],1
5410,WBGene00007656,['C17H1.3.1'],1
5411,WBGene00007657,['C17H1.4a.1'],1
5412,WBGene00007658,['C17H1.5.1'],1
5413,WBGene00007659,['C17H1.6.1'],1
5414,WBGene00007660,['C17H1.7.1'],1
5415,WBGene00007661,"['C17H1.8a.1', 'C17H1.8b.1']",2
5416,WBGene00007662,['C17H1.9.1'],1
5417,WBGene00007664,['C18B12.2.1'],1
5418,WBGene00007666,['C18B12.4.1'],1
5419,WBGene00007668,['C18B12.6.1'],1
5420,WBGene00007669,['C18D1.2.1'],1
5421,WBGene00007670,['C18D1.4.1'],1
5422,WBGene00007672,"['C18D4.2a.1', 'C18D4.2b.1']",2
5423,WBGene00007673,['C18D4.3.1'],1
5424,WBGene00007674,"['C18D4.4a.1', 'C18D4.4b.1', 'C18D4.4c.1']",3
5425,WBGene00007675,"['C18D4.6a.1', 'C18D4.6c.1', 'C18D4.6d.1']",3
5426,WBGene00007678,['C18D4.9.1'],1
5427,WBGene00007679,['C18D11.1.1'],1
5428,WBGene00007680,['C18D11.2.1'],1
5429,WBGene00007681,"['C18D11.3.1', 'C18D11.3.2']",2
5430,WBGene00007682,['C18D11.6.1'],1
5431,WBGene00007683,['C18E9.2a.1'],1
5432,WBGene00007684,['C18E9.4.1'],1
5433,WBGene00007685,['C18E9.5.1'],1
5434,WBGene00007686,['C18E9.6.1'],1
5435,WBGene00007687,['C18E9.7.1'],1
5436,WBGene00007688,['C18E9.8.1'],1
5437,WBGene00007689,['C18E9.9.1'],1
5438,WBGene00007690,"['C18E9.10a.1', 'C18E9.10c.1', 'C18E9.10d.1', 'C18E9.10e.1']",4
5439,WBGene00007691,['C23H4.2.1'],1
5440,WBGene00007692,['C23H4.3.1'],1
5441,WBGene00007693,"['C23H4.4a.1', 'C23H4.4b.1']",2
5442,WBGene00007694,"['C23H4.6a.1', 'C23H4.6b.1']",2
5443,WBGene00007695,['C23H4.7.1'],1
5444,WBGene00007696,"['C24F3.1a.1', 'C24F3.1b.1']",2
5445,WBGene00007697,['C24F3.2.1'],1
5446,WBGene00007698,"['C24F3.4a.1', 'C24F3.4b.1', 'C24F3.4c.1']",3
5447,WBGene00007699,['C24H11.1.1'],1
5448,WBGene00007700,['C24H11.2.1'],1
5449,WBGene00007701,['C24H11.4.1'],1
5450,WBGene00007702,"['C24H11.5a.1', 'C24H11.5b.1']",2
5451,WBGene00007703,"['C24H11.7a.1', 'C24H11.7b.1']",2
5452,WBGene00007704,['C24H11.9.1'],1
5453,WBGene00007705,['C25A1.1.1'],1
5454,WBGene00007707,['C25A1.5.1'],1
5455,WBGene00007708,['C25A1.6.1'],1
5456,WBGene00007709,['C25A1.8.1'],1
5457,WBGene00007710,"['C25A1.9a.1', 'C25A1.9b.1']",2
5458,WBGene00007711,"['C25A1.12a.1', 'C25A1.12b.1', 'C25A1.12c.1', 'C25A1.12d.1']",4
5459,WBGene00007712,['C25A1.13.1'],1
5460,WBGene00007713,['C25A1.15.1'],1
5461,WBGene00007714,['C25D7.1.1'],1
5462,WBGene00007716,"['C25D7.4a.1', 'C25D7.4b.1']",2
5463,WBGene00007717,"['C25D7.5.1', 'C25D7.5.2']",2
5464,WBGene00007718,['C25D7.8.1'],1
5465,WBGene00007719,['C25D7.9.1'],1
5466,WBGene00007720,['C25D7.10.1'],1
5467,WBGene00007722,"['C25D7.15a.1', 'C25D7.15b.1']",2
5468,WBGene00007723,['C25F9.2.1'],1
5469,WBGene00007724,"['C25F9.4.1', 'C25F9.4.2']",2
5470,WBGene00007725,"['C25F9.5.1', 'C25F9.5.2']",2
5471,WBGene00007726,"['C25F9.6.1', 'C25F9.6.2']",2
5472,WBGene00007727,['C25F9.8.1'],1
5473,WBGene00007728,['C25F9.9.1'],1
5474,WBGene00007729,['C25G4.1.1'],1
5475,WBGene00007730,['C25G4.2.1'],1
5476,WBGene00007731,"['C25G4.3a.1', 'C25G4.3b.1']",2
5477,WBGene00007732,['C25G4.4.1'],1
5478,WBGene00007733,['C25G4.6.1'],1
5479,WBGene00007734,['C25G4.7b.1'],1
5480,WBGene00007735,['C25G4.8.1'],1
5481,WBGene00007736,"['C25G4.10a.1', 'C25G4.10b.1']",2
5482,WBGene00007739,"['C26C6.4a.1', 'C26C6.4b.1']",2
5483,WBGene00007740,['C26C6.6.1'],1
5484,WBGene00007741,['C26C6.7.1'],1
5485,WBGene00007742,['C26C6.8.1'],1
5486,WBGene00007743,['C26C6.9.1'],1
5487,WBGene00007744,['C26D10.3.1'],1
5488,WBGene00007745,['C26D10.4.1'],1
5489,WBGene00007746,['C26D10.6a.1'],1
5490,WBGene00007747,['C26E1.1.1'],1
5491,WBGene00007748,"['C26E1.2a.1', 'C26E1.2b.1']",2
5492,WBGene00007749,['C26E1.3.1'],1
5493,WBGene00007750,"['C26G2.1a.1', 'C26G2.1b.1', 'C26G2.1c.1', 'C26G2.1d.1', 'C26G2.1e.1', 'C26G2.1f.1', 'C26G2.1g.1']",7
5494,WBGene00007751,"['C26G2.2a.1', 'C26G2.2b.1']",2
5495,WBGene00007752,"['C26H9A.2a.1', 'C26H9A.2b.1', 'C26H9A.2c.1', 'C26H9A.2d.1']",4
5496,WBGene00007753,"['C27A7.1a.1', 'C27A7.1b.1', 'C27A7.1c.1', 'C27A7.1d.1']",4
5497,WBGene00007755,"['C27A7.3a.1', 'C27A7.3b.1', 'C27A7.3c.1', 'C27A7.3d.1']",4
5498,WBGene00007756,"['C27A7.5a.1', 'C27A7.5b.1', 'C27A7.5c.1', 'C27A7.5d.1', 'C27A7.5e.1']",5
5499,WBGene00007757,"['C27A7.6a.1', 'C27A7.6c.1', 'C27A7.6d.1', 'C27A7.6d.2', 'C27A7.6d.3', 'C27A7.6d.4', 'C27A7.6d.5']",7
5500,WBGene00007758,"['C27A7.8a.1', 'C27A7.8b.1']",2
5501,WBGene00007759,['C27A7.9.1'],1
5502,WBGene00007760,['C27B7.2.1'],1
5503,WBGene00007761,"['C27B7.4a.1', 'C27B7.4b.1', 'C27B7.4b.2']",3
5504,WBGene00007762,['C27B7.5.1'],1
5505,WBGene00007763,['C27B7.6.1'],1
5506,WBGene00007764,['C27B7.7a.1'],1
5507,WBGene00007765,['C27B7.9.1'],1
5508,WBGene00007766,['C27C7.1.1'],1
5509,WBGene00007768,"['C27C7.5a.1', 'C27C7.5b.1']",2
5510,WBGene00007769,['C27C7.7.1'],1
5511,WBGene00007770,['C27C7.8.1'],1
5512,WBGene00007771,['C27C12.1.1'],1
5513,WBGene00007772,['C27C12.2.1'],1
5514,WBGene00007773,['C27C12.3.1'],1
5515,WBGene00007774,['C27C12.4.1'],1
5516,WBGene00007775,['C27C12.5.1'],1
5517,WBGene00007776,['C27C12.6.1'],1
5518,WBGene00007777,['C27D8.1.1'],1
5519,WBGene00007778,['C27D8.2.1'],1
5520,WBGene00007779,"['C27D8.3a.1', 'C27D8.3b.1']",2
5521,WBGene00007780,['C27D8.4.1'],1
5522,WBGene00007784,['C27H6.2.1'],1
5523,WBGene00007785,['C27H6.3.1'],1
5524,WBGene00007786,"['C27H6.4a.1', 'C27H6.4b.1', 'C27H6.4c.1']",3
5525,WBGene00007787,['C27H6.8.1'],1
5526,WBGene00007788,['C28A5.1.1'],1
5527,WBGene00007789,['C28A5.2.1'],1
5528,WBGene00007791,['C28A5.6.1'],1
5529,WBGene00007792,['C28D4.4.1'],1
5530,WBGene00007793,['C28D4.5.1'],1
5531,WBGene00007794,['C28D4.7.1'],1
5532,WBGene00007795,['C28D4.8.1'],1
5533,WBGene00007796,"['C28D4.10a.1', 'C28D4.10b.1']",2
5534,WBGene00007797,['C29A12.1.1'],1
5535,WBGene00007799,"['C29A12.4a.1', 'C29A12.4b.1', 'C29A12.4c.1', 'C29A12.4d.1', 'C29A12.4e.1', 'C29A12.4f.1', 'C29A12.4g.1', 'C29A12.4h.1', 'C29A12.4i.1', 'C29A12.4j.1', 'C29A12.4k.1', 'C29A12.4l.1', 'C29A12.4m.1']",13
5536,WBGene00007800,"['C29A12.6a.1', 'C29A12.6b.1']",2
5537,WBGene00007801,"['C29E6.2a.1', 'C29E6.2b.1']",2
5538,WBGene00007802,['C29E6.4.1'],1
5539,WBGene00007804,['C29F3.3.1'],1
5540,WBGene00007805,['C29F3.4.1'],1
5541,WBGene00007806,['C29F3.5.1'],1
5542,WBGene00007807,"['C29F3.7a.1', 'C29F3.7b.1']",2
5543,WBGene00007808,['C29F4.2.1'],1
5544,WBGene00007809,['C29F4.3.1'],1
5545,WBGene00007810,"['C29F7.1.1', 'C29F7.1.2', 'C29F7.1.3']",3
5546,WBGene00007811,"['C29F7.2a.1', 'C29F7.2b.1']",2
5547,WBGene00007812,['C29F7.3.1'],1
5548,WBGene00007813,"['C29F7.6a.1', 'C29F7.6b.1']",2
5549,WBGene00007816,"['C30F2.2.1', 'C30F2.2.2']",2
5550,WBGene00007817,['C30F2.3.1'],1
5551,WBGene00007818,"['C30F2.4.1', 'C30F2.4.2']",2
5552,WBGene00007819,['C30F2.5.1'],1
5553,WBGene00007820,"['C30H6.1a.1', 'C30H6.1b.1', 'C30H6.1c.1', 'C30H6.1d.1', 'C30H6.1e.1', 'C30H6.1g.1', 'C30H6.1h.1', 'C30H6.1i.1', 'C30H6.1j.1', 'C30H6.1k.1', 'C30H6.1l.1', 'C30H6.1m.1', 'C30H6.1n.1', 'C30H6.1o.1', 'C30H6.1p.1', 'C30H6.1q.1']",16
5554,WBGene00007822,['C30H6.4.1'],1
5555,WBGene00007823,"['C30H6.5a.1', 'C30H6.5b.1']",2
5556,WBGene00007824,['C30H6.7a.1'],1
5557,WBGene00007825,['C30H6.8.1'],1
5558,WBGene00007826,['C30H6.9.1'],1
5559,WBGene00007827,['C30H6.10.1'],1
5560,WBGene00007829,['C31A11.1.1'],1
5561,WBGene00007831,['C31A11.3.1'],1
5562,WBGene00007832,['C31A11.4.1'],1
5563,WBGene00007833,['C31A11.5.1'],1
5564,WBGene00007834,['C31A11.6.1'],1
5565,WBGene00007835,['C31A11.7.1'],1
5566,WBGene00007836,['C31C9.2.1'],1
5567,WBGene00007837,['C31C9.3.1'],1
5568,WBGene00007840,['C31C9.6.1'],1
5569,WBGene00007841,['C31C9.7.1'],1
5570,WBGene00007844,"['C31E10.3a.1', 'C31E10.3b.1']",2
5571,WBGene00007846,['C31E10.5.1'],1
5572,WBGene00007847,['C31E10.6.1'],1
5573,WBGene00007848,['C31E10.7.1'],1
5574,WBGene00007849,['C31E10.8.1'],1
5575,WBGene00007850,['C31G12.1.1'],1
5576,WBGene00007851,['C31G12.2.1'],1
5577,WBGene00007852,['C31G12.3.1'],1
5578,WBGene00007853,"['C31G12.4a.1', 'C31G12.4b.1']",2
5579,WBGene00007854,['C31H5.1.1'],1
5580,WBGene00007855,['C31H5.4.1'],1
5581,WBGene00007856,['C31H5.5.1'],1
5582,WBGene00007857,"['C31H5.6a.1', 'C31H5.6b.1']",2
5583,WBGene00007858,['C31H5.7.1'],1
5584,WBGene00007859,['C32A3.2.1'],1
5585,WBGene00007860,"['C32A3.3a.1', 'C32A3.3a.2', 'C32A3.3b.1']",3
5586,WBGene00007861,['C32A9.1.1'],1
5587,WBGene00007862,"['C32C4.1a.1', 'C32C4.1b.1', 'C32C4.1c.1', 'C32C4.1e.1', 'C32C4.1f.1', 'C32C4.1g.1', 'C32C4.1h.1', 'C32C4.1i.1']",8
5588,WBGene00007863,"['C32C4.3a.1', 'C32C4.3c.1']",2
5589,WBGene00007864,"['C32H11.1a.1', 'C32H11.1b.1']",2
5590,WBGene00007865,['C32H11.2.1'],1
5591,WBGene00007866,['C32H11.3.1'],1
5592,WBGene00007867,['C32H11.4.1'],1
5593,WBGene00007868,['C32H11.5.1'],1
5594,WBGene00007869,['C32H11.6.1'],1
5595,WBGene00007871,['C32H11.8.1'],1
5596,WBGene00007872,['C32H11.9.1'],1
5597,WBGene00007873,['C32H11.10.1'],1
5598,WBGene00007874,['C32H11.11.1'],1
5599,WBGene00007875,['C32H11.12.1'],1
5600,WBGene00007876,['C32H11.13.1'],1
5601,WBGene00007877,['C33A11.1.1'],1
5602,WBGene00007878,['C33A11.2.1'],1
5603,WBGene00007880,['C33A12.1.1'],1
5604,WBGene00007881,['C33A12.2.1'],1
5605,WBGene00007882,"['C33A12.3a.1', 'C33A12.3b.1']",2
5606,WBGene00007883,['C33A12.4.1'],1
5607,WBGene00007885,"['C33A12.6a.1', 'C33A12.6b.1']",2
5608,WBGene00007886,['C33A12.7.1'],1
5609,WBGene00007887,['C33A12.12.1'],1
5610,WBGene00007888,['C33A12.15.1'],1
5611,WBGene00007890,"['C33A12.19a.1', 'C33A12.19b.1']",2
5612,WBGene00007891,['C33B4.2.1'],1
5613,WBGene00007892,"['C33B4.4.1', 'C33B4.4.2']",2
5614,WBGene00007893,['C33B4.5.1'],1
5615,WBGene00007894,['C33D3.3.1'],1
5616,WBGene00007895,['C33D3.4.1'],1
5617,WBGene00007896,['C33D3.5.1'],1
5618,WBGene00007897,['C33D9.2.1'],1
5619,WBGene00007898,"['C33D9.3a.1', 'C33D9.3b.1']",2
5620,WBGene00007900,"['C33D9.6a.1', 'C33D9.6a.2', 'C33D9.6b.1']",3
5621,WBGene00007901,"['C33D9.8.1', 'C33D9.8.2']",2
5622,WBGene00007903,['C33G3.3.1'],1
5623,WBGene00007904,['C33G3.4.1'],1
5624,WBGene00007905,['C33G3.5.1'],1
5625,WBGene00007906,"['C33G3.6.1', 'C33G3.6.2']",2
5626,WBGene00007907,"['C34B4.2a.1', 'C34B4.2a.2', 'C34B4.2a.3', 'C34B4.2a.4']",4
5627,WBGene00007908,['C34B4.3.1'],1
5628,WBGene00007909,['C34B4.4.1'],1
5629,WBGene00007910,['C34B4.5.1'],1
5630,WBGene00007911,['C34B7.1.1'],1
5631,WBGene00007912,['C34B7.2.1'],1
5632,WBGene00007913,['C34B7.3.1'],1
5633,WBGene00007914,['C34B7.4.1'],1
5634,WBGene00007916,['C34C6.3.1'],1
5635,WBGene00007917,['C34C6.4.1'],1
5636,WBGene00007918,"['C34C6.5a.1', 'C34C6.5b.1', 'C34C6.5c.1', 'C34C6.5d.1']",4
5637,WBGene00007919,"['C34C6.7a.1', 'C34C6.7b.1']",2
5638,WBGene00007920,['C34C12.1.1'],1
5639,WBGene00007921,['C34C12.2.1'],1
5640,WBGene00007922,['C34C12.3.1'],1
5641,WBGene00007923,['C34C12.4.1'],1
5642,WBGene00007924,"['C34C12.5.1', 'C34C12.5.2']",2
5643,WBGene00007925,['C34C12.6.1'],1
5644,WBGene00007926,['C34C12.7.1'],1
5645,WBGene00007927,['C34C12.8.1'],1
5646,WBGene00007928,['C34C12.9.1'],1
5647,WBGene00007929,['C34D1.1.1'],1
5648,WBGene00007931,"['C34D1.4a.1', 'C34D1.4b.1', 'C34D1.4c.1']",3
5649,WBGene00007932,"['C34D1.5a.1', 'C34D1.5b.1', 'C34D1.5c.1']",3
5650,WBGene00007933,['C34E7.3.1'],1
5651,WBGene00007934,['C34E7.4.1'],1
5652,WBGene00007935,"['C34E11.2a.1', 'C34E11.2b.1', 'C34E11.2c.1', 'C34E11.2d.1', 'C34E11.2e.1', 'C34E11.2f.1', 'C34E11.2g.1']",7
5653,WBGene00007937,['C34E11.4.1'],1
5654,WBGene00007938,['C34F6.1.1'],1
5655,WBGene00007939,"['C34F6.5a.1', 'C34F6.5b.1']",2
5656,WBGene00007941,['C34F6.7.1'],1
5657,WBGene00007942,['C34F6.8.1'],1
5658,WBGene00007943,['C34F6.9.1'],1
5659,WBGene00007944,"['C34F6.10a.1', 'C34F6.10a.2', 'C34F6.10b.1', 'C34F6.10c.1', 'C34F6.10d.1', 'C34F6.10d.2']",6
5660,WBGene00007945,['C34F6.11.1'],1
5661,WBGene00007946,['C35A5.2.1'],1
5662,WBGene00007947,['C35A5.3.1'],1
5663,WBGene00007948,['C35A5.4.1'],1
